Column1,Column10,Czech
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#2_494_M,[c:bR]What's the matter?[c:],Derk
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#2_494_F,,Derk
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#2_603_M,There's a lift down to the [c:bR]Dredging Room[c:] in the [c:bR]Smelting Room[c:].,Derk
PART_3_MAP_P03FIXCAMERAREMINDER_REPEAT_#2_603_F,,Derk
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_098_M,"Wow, you actually deleted the file.",Derk
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_098_F,,Derk
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_811_M,Haha.,Derk
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_811_F,,Derk
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_345_M,Did you expect a reward?,Derk
PART_3_BOSS_DIALOGUE_ARCHIVISTPLAYERDELETEDFILE_345_F,,Derk
PART_3_STORY_PART3FINALUBERBOT_088_M,"What, you wanted loot?",Derk
PART_3_STORY_PART3FINALUBERBOT_088_F,,Derk
PART_3_STORY_PART3FINALUBERBOT_989_M,That was the last [c:bG]Uberbot[c:]. What would you even need it for?,Derk
PART_3_STORY_PART3FINALUBERBOT_989_F,,Derk
PART_3_STORY_PART3FINALUBERBOT_461_M,The [c:bG]Great Transcendence[c:] is at hand.,Derk
PART_3_STORY_PART3FINALUBERBOT_461_F,,Derk
PART_3_STORY_PART3FINALUBERBOT_628_M,Go back to the start. More dramatic that way.,Derk
PART_3_STORY_PART3FINALUBERBOT_628_F,,Derk
PART_3_STORY_PART3FINALPATH1_553_M,It's almost time.,Derk
PART_3_STORY_PART3FINALPATH1_553_F,,Derk
PART_3_STORY_PART3FINALPATH1_788_M,Keeping going this way.,Derk
PART_3_STORY_PART3FINALPATH1_788_F,,Derk
PART_3_STORY_PART3FINALPATH2_336_M,You've come so far.,Derk
PART_3_STORY_PART3FINALPATH2_336_F,,Derk
PART_3_STORY_PART3FINALPATH2_756_M,Remember [c:G]The Photographer[c:]?,Derk
PART_3_STORY_PART3FINALPATH2_756_F,,Derk
PART_3_STORY_PART3FINALPATH2_330_M,What a jerk. But the screenshots are perfect.,Derk
PART_3_STORY_PART3FINALPATH2_330_F,,Derk
PART_3_STORY_PART3FINALPATH3_429_M,Remember [c:bG][v:0][c:]?,Derk
PART_3_STORY_PART3FINALPATH3_429_F,,Derk
PART_3_STORY_PART3FINALPATH3_730_M,What a character!,Derk
PART_3_STORY_PART3FINALPATH3_730_F,,Derk
PART_3_STORY_PART3FINALPATH4_508_M,It's strange to say it...,Derk
PART_3_STORY_PART3FINALPATH4_508_F,,Derk
PART_3_STORY_PART3FINALPATH4_775_M,As simple as you are...,Derk
PART_3_STORY_PART3FINALPATH4_775_F,,Derk
PART_3_STORY_PART3FINALPATH4_891_M,"I almost enjoyed your company, Challenger.",Derk
PART_3_STORY_PART3FINALPATH4_891_F,,Derk
PART_3_STORY_PART3FINALPATH5_163_M,Almost there.,Derk
PART_3_STORY_PART3FINALPATH5_163_F,,Derk
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#1_150_M,So which one am I scrapping?,Derk
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#1_150_F,,Derk
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#2_360_M,Which one is trash?,Derk
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#2_360_F,,Derk
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#3_120_M,Which one do you hate?,Derk
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#3_120_F,,Derk
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#4_597_M,What am I scrapping?,Derk
PART_3_SPECIAL_NODES_RECYCLECARDCHOOSING_REPEAT_#4_597_F,,Derk
PART_3_MAP_FACTORYGLITCHINCLOCK_768_M,Ugh. How annoying.,Derk
PART_3_MAP_FACTORYGLITCHINCLOCK_768_F,,Derk
PART_3_MAP_FACTORYGLITCHINCLOCK_642_M,The other Scrybes' junk sometimes glitches in here.,Derk
PART_3_MAP_FACTORYGLITCHINCLOCK_642_F,,Derk
PART_3_MAP_FACTORYGLITCHINCLOCK_237_M,Try to ignore it.,Derk
PART_3_MAP_FACTORYGLITCHINCLOCK_237_F,,Derk
PART_3_MAP_HOLOAREASHOPBUYBRUSH_905_M,"Didn't know it would do that, but...",Derk
PART_3_MAP_HOLOAREASHOPBUYBRUSH_905_F,,Derk
PART_3_MAP_HOLOAREASHOPBUYBRUSH_067_M,No refunds!,Derk
PART_3_MAP_HOLOAREASHOPBUYBRUSH_067_F,,Derk
PART_3_MAP_HOLOMAPBONELORD1_766,You found me here. So you wish to know more.,Derk
PART_3_MAP_HOLOMAPBONELORD1_299,I have meditated deeply on the OLD_DATA.,Derk
PART_3_MAP_HOLOMAPBONELORD1_771,I will impart my insights. But you mustn't record them.,Derk
PART_3_MAP_HOLOMAPBONELORD2_056,That is everything I know.,Derk
PART_3_MAP_HOLOMAPBONELORD3_561,Holy $&!#...,Derk
GBC_BATTLE_DREDGERDEFEATEDTURN1_315_M,"Aye,[w:0.3] that were impressive!",Derk
GBC_BATTLE_DREDGERDEFEATEDTURN1_315_F,,Derk
GBC_BATTLE_DREDGERDEFEATEDTURN1_336_M,A turn one win.[w:0.3] Suits me just fine.,Derk
GBC_BATTLE_DREDGERDEFEATEDTURN1_336_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_433_M,You looked at it again.,Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_433_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_750_M,"You reconsidered it, didn't you?",Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_750_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_378_M,[c:bR]You like it![c:],Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_378_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_011_M,Oh joy!,Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_011_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_310_M,I'll actually do it!,Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_310_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_571_M,I'll show it to The Master!,Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_571_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_186_M,"Thank you, [c:bR]friend[c:].",Derk
PART_3_FACTORY_GOOBERTGOOPLANE2_186_F,"Thank you, [c:bR]friend[c:].",Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_928_M,What are you doing here?,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_928_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_369_M,[c:bR]Don't look at that![c:],Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_369_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_586_M,Do you like it?,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_586_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_114_M,I painted it for The Master!,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_114_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_313_M,To express my feelings... My hopes.,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_313_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_019_M,My hopes that perhaps one day he might treasure me.,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_019_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_602_M,As I treasure him.,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#1_602_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_020_M,"[c:bR]Oh, you hate it![c:]",Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_020_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_823_M,That's why you won't look at it again...,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_823_F,,Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#3_005_M,[c:bR]You hate it![c:],Derk
PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#3_005_F,,Derk
GOO_BOTTLE_GOOPOSTPLANE_382_M,I'll do it! I really will!,Derk
GOO_BOTTLE_GOOPOSTPLANE_382_F,,Derk
GOO_BOTTLE_GOOPOSTPLANE_866_M,Thank you for the encouragement.,Derk
GOO_BOTTLE_GOOPOSTPLANE_866_F,,Derk
GOO_BOTTLE_GOOPOSTPLANE_125_M,The Master will finally appreciate me!,Derk
GOO_BOTTLE_GOOPOSTPLANE_125_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_415_M,What just happened?,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_415_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_909_M,Where am I?,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_909_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_020_M,Oh... you lost.,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_020_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_483_M,Back to the waypoint then.,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_483_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_REPEAT_#1_063_M,What? How did we end up battling?,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_REPEAT_#1_063_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_REPEAT_#1_889_M,Recalibrating...,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_REPEAT_#1_889_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_892_M,This experiment is incomplete.,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_892_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_734_M,We need more time.,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_734_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_245_M,We must restore the robot.,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_245_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_629_M,You must return.,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_629_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_591_M,It is!,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_591_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_550_M,Our experiments... paid off!,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_550_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_499_M,They did!,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_499_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_550_M,It appears to be a fragment.,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_550_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_360_M,...of the [c:bR]OLD_DATA[c:].,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_360_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_150_M,We must study it.,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_150_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_072_M,The robot must forget.,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_072_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_174_M,I feel terrible.,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_174_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_686_M,What have you done to me [c:bR]Challenger[c:]?,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_686_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_856_M,Never return to this place.,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_856_F,,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_353_M,I really need to clean my registry...,Derk
PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_353_F,,Derk
HOLDABLEGEMSMODULE_828_M,Try it. Press one.,Derk
HOLDABLEGEMSMODULE_828_F,,Derk
PART3GAMEFLOWMANAGER_360,Shit.,Derk
DECKTRIALSEQUENCER_752,Ring,Derk
DECKTRIALSEQUENCER_243_M,"Ah, a [c:bR]ring[c:].",Derk
DECKTRIALSEQUENCER_243_F,,Derk
GAINCONSUMABLESSEQUENCER_958_M,A [c:bR]{0}[c:]... Always useful.,Derk
GAINCONSUMABLESSEQUENCER_958_F,,Derk
RUNINTROSEQUENCER_826,How is this game not over yet?,Derk
CREATETRANSFORMERSEQUENCER_667_M,Which [c:bSG]beast[c:] will live within your bot?,Derk
CREATETRANSFORMERSEQUENCER_667_F,,Derk
TRADECARDSSEQUENCER_817_M,You'll have to trade one of your cards for one of these.,Derk
TRADECARDSSEQUENCER_817_F,,Derk
HOLOMAPLUKEFILE_012,"June 6th, 2006",Derk
HOLOMAPLUKEFILE_831,"June 9th, 2006",Derk
HOLOMAPLUKEFILE_713,"June 10th, 2006",Derk
HOLOMAPLUKEFILE_697,"January 4th, 2009",Derk
HOLOMAPLUKEFILE_485,Found this old picture of when El and I first got into Aquaromans. Gilly Gladiator. Sick. El got a Julius Seastar.,Derk
HOLOMAPLUKEFILE_496,Another pic of El and I. This was for school but I remember it was right after we won that tournament together at Comics Land. We told mom and dad it was a spelling bee!,Derk
HOLOMAPLUKEFILE_549,Done sorting and scanning all these photos. This is the last one. Last photo of us together before we lost her. Goodbye sis.,Derk
HOLOMAPLUKEFILE_267,My face when I got to 100 subscribers on my channel. I started making those videos to distract from grief. I still can't believe people like to watch them. Big plans for The Lucky Carder this year!,Derk
PART3FINALEAREASEQUENCER_741,That was perhaps cutting it too close...,Derk
PART3FINALEAREASEQUENCER_038_M,But now we can allow our [c:bG]Player[c:] here to reset the game.,Derk
PART3FINALEAREASEQUENCER_038_F,But now we can allow our [c:bG]Player[c:] here to reset the game.,Derk
PART3FINALEAREASEQUENCER_703_M,Simply use the [c:bG]New Game Card[c:] again.,Derk
PART3FINALEAREASEQUENCER_703_F,,Derk
PART3FINALEAREASEQUENCER_626,Oh? What is this?,Derk
PART3FINALEAREASEQUENCER_687,Complete file access? Wonderful!,Derk
PART3FINALEAREASEQUENCER_035,What have you done?,Derk
PART3FINALEAREASEQUENCER_952,"I'm afraid you've doomed us all, Grimora.",Derk
DRAWRANDOMCARDONDEATH_536,Yes!!,Derk
BOUNTYHUNTERGENERATOR_028,Von,Derk
BOUNTYHUNTERGENERATOR_673,Van,Derk
FINALEWIZARDBATTLESEQUENCER_839,It's pathetic that you thought you could replace me.,Derk
FINALEWIZARDBATTLESEQUENCER_631,And you even tried to follow through with it!,Derk
ANGLERBOSSOPPONENT_881_M,Huh... Go fish.,Derk
ANGLERBOSSOPPONENT_881_F,,Derk
LESHYBOSSOPPONENT_303_M,You made it so far...,Derk
LESHYBOSSOPPONENT_303_F,,Derk
PART1BOSSOPPONENT_997_M,[c:bR]Too fast. Too soon.[c:],Derk
PART1BOSSOPPONENT_997_F,,Derk
PROSPECTORBOSSOPPONENT_387_M,More gold for me!,Derk
PROSPECTORBOSSOPPONENT_387_F,,Derk
TRAPPERTRADERBOSSOPPONENT_579_M,You will make an exquisite pelt.,Derk
TRAPPERTRADERBOSSOPPONENT_579_F,,Derk
ARCHIVISTBOSSOPPONENT_833_M,Wow. Be careful with that one!,Derk
ARCHIVISTBOSSOPPONENT_833_F,,Derk
ARCHIVISTBOSSOPPONENT_140_M,That poor soul... How sad.,Derk
ARCHIVISTBOSSOPPONENT_140_F,,Derk
ARCHIVISTBOSSOPPONENT_520_M,Lionel wanted... [c:bR]what[c:]?!,Derk
ARCHIVISTBOSSOPPONENT_520_F,,Derk
FILEBROWSEUTIL_843_M,At least... I tried to delete it. But it seems my powers of FILE ACCESS do not extend that far.,Derk
FILEBROWSEUTIL_843_F,,Derk
FILEBROWSEUTIL_561_M,Play by the rules you agreed to. Delete it yourself.,Derk
FILEBROWSEUTIL_561_F,Play by the rules you agreed to. Delete it yourself.,Derk
FILEBROWSEUTIL_435_M,Have an ounce of respect for the rules. Come on.,Derk
FILEBROWSEUTIL_435_F,,Derk
DAMAGERACEBATTLESEQUENCER_169,Come on! Fuck!,Derk
SANCTUMSCENESEQUENCER_738_M,[c:bR]You absolute ingrate![c:],Derk
SANCTUMSCENESEQUENCER_738_F,[c:bR]You absolute ingrate![c:],Derk
SANCTUMSCENESEQUENCER_129_M,[c:bR]Give it back![c:],Derk
SANCTUMSCENESEQUENCER_129_F,,Derk
BLOODGUZZLER_RULEBOOKNAME_555,Blood Guzzler,Derk
BLOODGUZZLER_RULEBOOKDESCRIPTION_515,"When a creature bearing this sigil deals damage, it gains 1 health for each damage dealt.",Derk
BLOODYMARY_RULEBOOKNAME_364,Apparition,Derk
BLOODYMARY_RULEBOOKDESCRIPTION_296,A creature bearing this sigil gains 1 power when you speak 'Bloody Mary' into a connected microphone up to a total of 13 times.,Derk
EXPLODINGCORPSE_RULEBOOKNAME_789,Exploding Corpse,Derk
EXPLODINGCORPSE_RULEBOOKDESCRIPTION_320,"When a creature bearing this sigil dies, all empty spaces on the board are filled with a Guts card.",Derk
HAUNTER_RULEBOOKNAME_460,Haunter,Derk
HAUNTER_RULEBOOKDESCRIPTION_838,"When a creature bearing this sigil dies, it haunts the space it died in. Creatures played on this space gain its old sigils.",Derk
EDAXIOARMS_RULEBOOKNAME_784,Arms of Edaxio,Derk
EDAXIOARMS_RULEBOOKDESCRIPTION_130,"Edaxio is summoned if you control creatures bearing the sigils of Head, Arms, Legs, and Torso of Edaxio.",Derk
EDAXIOHEAD_RULEBOOKNAME_470,Head of Edaxio,Derk
EDAXIOLEGS_RULEBOOKNAME_745,Legs of Edaxio,Derk
EDAXIOTORSO_RULEBOOKNAME_344,Torso of Edaxio,Derk
VIRTUALREALITY_RULEBOOKNAME_456,Virtual Realist,Derk
VIRTUALREALITY_RULEBOOKDESCRIPTION_138,"If a VR headset is connected, a creature bearing this sigil may be played without paying its cost.",Derk
OUROBOROS_DISPLAYEDNAME_248,Ouroboros,Derk
OUROBOROS_DESCRIPTION_234_M,The eternal serpent. Death strengthens it [c:bR]forever[c:].,Derk
OUROBOROS_DESCRIPTION_234_F,,Derk
!INSPECTOR_DISPLAYEDNAME_897,Inspector,Derk
!MELTER_DISPLAYEDNAME_676,Melter,Derk
OUROBOROS_PART3_DISPLAYEDNAME_441,Ourobot,Derk
FINALEDECKTRIALSEQUENCER_DESCRIPTION_109_M,The [c:bR]Trial of the Ring[c:]. If you have a [c:bR]ring[c:] you pass automatically.,Derk
FINALEDECKTRIALSEQUENCER_DESCRIPTION_109_F,,Derk
MISC_717,Continue,Derk
MISC_231,YOU!,Derk
MISC_812,Testing,Derk
MISC_771,[c:R]The Bone Lord's Femur[c:]. It endows the holder with bones at the start of a battle.,Derk
MISC_071,INVALID,Derk
MISC_024,Is that all of it?,Derk
MISC_544,Wipe it.,Derk
MISC_108,MEMORY CARD IS FULL,Derk
MISC_785,BATTERY LOW,Derk
CARDSINGLECHOICESSEQUENCER_161,Yeah. Always pick Mantis God.,Derk
BUILDACARDSEQUENCER_819,This card is OP!,Derk
BONELORDAREASEQUENCER_877,"What the fuck, man?",Derk
LESHYBOSSOPPONENT_816,"Well, looks like I'll have to beat him again.",Derk
PROSPECTORBOSSOPPONENT_227,"Ugh, I'm so sick of this boss.",Derk
VOICEOVERPLAYER_683,Die already!,Derk
VOICEOVERPLAYER_053,Hahahaha! Yeah baby!,Derk
VOICEOVERPLAYER_810,Holy shit!,Derk
VOICEOVERPLAYER_972,Ughh. Good lord.,Derk
VOICEOVERPLAYER_981,Wooo!,Derk
VOICEOVERPLAYER_151,Ugh. That card sucks.,Derk
VOICEOVERPLAYER_712,This card blows.,Derk
DISCOVERABLECARD_STINKBUG_ONDISCOVERTEXT_056_M,Put [c:bR]that[c:] away.,Derk
DISCOVERABLECARD_STINKBUG_ONDISCOVERTEXT_056_F,,Derk
DISCOVERABLECARD_WOLF_ONDISCOVERTEXT_629_M,What are you doing over there? Turn to face me.,Derk
DISCOVERABLECARD_WOLF_ONDISCOVERTEXT_629_F,,Derk
DISCOVERABLEDAGGER_ONDISCOVERTEXT_280_M,You finally pried my [c:bR]Special Dagger[c:] from the paws of that squirrel. Though you may wish that you hadn't...,Derk
DISCOVERABLEDAGGER_ONDISCOVERTEXT_280_F,,Derk
DISCOVERABLEFILMROLL_ONDISCOVERTEXT_506_M,What are you up to over there?,Derk
DISCOVERABLEFILMROLL_ONDISCOVERTEXT_506_F,,Derk
DISCOVERABLERING_ONDISCOVERTEXT_523_M,Does it fit?,Derk
DISCOVERABLERING_ONDISCOVERTEXT_523_F,,Derk
DISCOVERABLECARD_OUROBOT_ONDISCOVERTEXT_637_M,More junk. Want it?,Derk
DISCOVERABLECARD_OUROBOT_ONDISCOVERTEXT_637_F,,Derk
GBC_TEMPLE_UNDEAD_821_M,You pulled up an epitaph piece!,Derk
GBC_TEMPLE_UNDEAD_821_F,,Derk
GBC_TEMPLE_UNDEAD_818_M,You found a card in the well. The ink is running from the moisture.,Derk
GBC_TEMPLE_UNDEAD_818_F,,Derk
MISC_832,PAUSE WHEN WINDOW NOT FOCUSED,Derk
ASCENSION_IJIRAQREVEALED_316,Its true appearance is frightening... even to me.,Derk
SPECIAL_NODES_TRAPPERABSENTINTRO_322,The Trapper was gone.,Derk
SPECIAL_NODES_TRAPPERABSENTINTRO_167,"In deference to his memory, you took only what you could afford.",Derk
SPECIAL_NODES_TRAPPERABSENTINTRO_REPEAT_#1_654,No one was there.,Derk
SPECIAL_NODES_TRAPPERABSENTINTRO_REPEAT_#1_097,A pile of pelts lay abandoned.,Derk
SPECIAL_NODES_TRAPPERABSENTINTRO_REPEAT_#1_112,You decided not to take more than you could afford.,Derk
GAME_FLOW_REGIONFOREST_387,Hm. I'm not used to announcing this one.,Derk
GAME_FLOW_REGIONFOREST_705,"[c:bR]Have you tinkered with the order of my maps, Kaycee?[c:]",Derk
GAME_FLOW_REGIONFOREST_660,Very well...,Derk
GAME_FLOW_REGIONFOREST_268,The sun rose over the sleepy firs...,Derk
GAME_FLOW_REGIONFOREST_199,Birds fluttered across the paths of wolves and elk...,Derk
GAME_FLOW_REGIONFOREST_979,You were embarking upon... [c:bR]The Woodlands.[c:],Derk
GAME_FLOW_REGIONFOREST_REPEAT_#1_864,"You heard the howling of wolves, greeting the morning sun...",Derk
GAME_FLOW_REGIONFOREST_REPEAT_#1_172,The sight of a nearby coyote caused you to quicken your pace...,Derk
GAME_FLOW_REGIONFOREST_REPEAT_#1_960,You had reached... [c:bR]The Woodlands.[c:],Derk
GAME_FLOW_REGIONFOREST_REPEAT_#2_029,Pine needles crunched beneath your feet...,Derk
GAME_FLOW_REGIONFOREST_REPEAT_#2_632,You drew in a breath of the fresh scented air...,Derk
GAME_FLOW_REGIONFOREST_REPEAT_#2_818,You were embraced by... [c:bR]The Woodlands.[c:],Derk
GAME_FLOW_REGIONFOREST_REPEAT_#3_119,You beheld the beauty of the dawn...,Derk
GAME_FLOW_REGIONFOREST_REPEAT_#3_584,Only a faint clinking sound ahead could distract you from the sight...,Derk
GAME_FLOW_REGIONFOREST_REPEAT_#3_900,You set out upon... [c:bR]The Woodlands.[c:],Derk
ASCENSION_CHALLENGEANNOYINGSTARTERDECK_384,[c:bR]Annoying cards?[c:],Derk
ASCENSION_CHALLENGEANNOYINGSTARTERDECK_548,These majestic beasts are anything but...,Derk
ASCENSION_CHALLENGEANNOYINGSTARTERDECK_707,I disagree with this one.,Derk
ASCENSION_CHALLENGEALLTOTEMS_216,Hm? So many totems...,Derk
ASCENSION_CHALLENGEALLTOTEMS_575,[c:bR]The Woodcarver[c:] had been busy...,Derk
ASCENSION_CHALLENGEBOSSTOTEMS_886,Totems? For boss battles?,Derk
ASCENSION_CHALLENGEBOSSTOTEMS_770,[c:bR]Well done.[c:] I like this one.,Derk
ASCENSION_CHALLENGENOBOSSRARES_645,Wait a moment...,Derk
ASCENSION_CHALLENGENOBOSSRARES_800,You must excuse me. These are not rare cards.,Derk
ASCENSION_CHALLENGENOCLOVER_409,Hm? Where did I place that clover?,Derk
ASCENSION_CHALLENGEEXPENSIVEPELTS_880,Those prices are higher than I recall...,Derk
ASCENSION_CHALLENGEEXPENSIVEPELTS_777,The Trapper... was... driving a hard bargain that day.,Derk
ASCENSION_CUCKOOSPAWNRAVENEGG_633,The egg survived the fall... How curious.,Derk
ASCENSION_HINT_POCKETWATCHNOCARDS_294,There are no cards to move.,Derk
ASCENSION_HINT_POCKETWATCHNOCARDS_REPEAT_#1_639,Nothing to move.,Derk
ASCENSION_HINT_POCKETWATCHGIANTCARD_666,"Hm. No, I can't allow that.",Derk
ASCENSION_HINT_POCKETWATCHGIANTCARD_REPEAT_#1_018,It's too big to move anyways.,Derk
ASCENSION_FOUNDBLEACHPOT_956,I know you have seen such utensils before.,Derk
ASCENSION_FOUNDBLEACHPOT_503,Perhaps you would like to use them?,Derk
ASCENSION_FOUNDBLEACHPOT_046,Now that our wheezing wizard friend is locked away...,Derk
ASCENSION_FOUNDBLEACHPOT_730,Take it now. I will also offer it from time to time.,Derk
ASCENSION_FOUNDPOCKETWATCH_568,Reliable... that pocket watch never stops ticking.,Derk
ASCENSION_FOUNDPOCKETWATCH_842,Perhaps you would like to use it?,Derk
ASCENSION_HINT_BLEACHPOTNOTARGETS_983,Not now. There's nothing to bleach.,Derk
ASCENSION_HINT_BLEACHPOTNOTARGETS_REPEAT_#1_609,There are no cards to bleach.,Derk
ASCENSION_HINT_BLEACHPOTNOTARGETS_REPEAT_#2_561,There's nothing of mine to be bleached.,Derk
ASCENSION_RESETRUNPUNISHMENT_452,Your predecessor gave up too easily.,Derk
ASCENSION_RESETRUNPUNISHMENT_973,Less pelts for you.,Derk
ASCENSION_RESETRUNPUNISHMENT_REPEAT_#1_849,You wish to start with [c:bR]2 pelts[c:]?,Derk
