Column1;Column10;SAMPLE TEXT 1

PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_823_M;That's why you won't look at it again...;SAMPLE TEXT 8277

PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#2_823_F;;SAMPLE TEXT 8278

PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#3_005_M;[c:bR]You hate it![c:];SAMPLE TEXT 8279

PART_3_FACTORY_GOOBERTGOOPLANE1_REPEAT_#3_005_F;;SAMPLE TEXT 8280

GOO_BOTTLE_GOOPOSTPLANE_382_M;I'll do it! I really will!;SAMPLE TEXT 8281

GOO_BOTTLE_GOOPOSTPLANE_382_F;;SAMPLE TEXT 8282

GOO_BOTTLE_GOOPOSTPLANE_866_M;Thank you for the encouragement.;SAMPLE TEXT 8283

GOO_BOTTLE_GOOPOSTPLANE_866_F;;SAMPLE TEXT 8284

GOO_BOTTLE_GOOPOSTPLANE_125_M;The Master will finally appreciate me!;SAMPLE TEXT 8285

GOO_BOTTLE_GOOPOSTPLANE_125_F;;SAMPLE TEXT 8286

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_415_M;What just happened?;SAMPLE TEXT 8287

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_415_F;;SAMPLE TEXT 8288

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_909_M;Where am I?;SAMPLE TEXT 8289

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_909_F;;SAMPLE TEXT 8290

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_020_M;Oh... you lost.;SAMPLE TEXT 8291

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_020_F;;SAMPLE TEXT 8292

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_483_M;Back to the waypoint then.;SAMPLE TEXT 8293

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_483_F;;SAMPLE TEXT 8294

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_REPEAT_#1_063_M;What? How did we end up battling?;SAMPLE TEXT 8295

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_REPEAT_#1_063_F;;SAMPLE TEXT 8296

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_REPEAT_#1_889_M;Recalibrating...;SAMPLE TEXT 8297

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER2_REPEAT_#1_889_F;;SAMPLE TEXT 8298

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_892_M;This experiment is incomplete.;SAMPLE TEXT 8299

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_892_F;;SAMPLE TEXT 8300

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_734_M;We need more time.;SAMPLE TEXT 8301

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_734_F;;SAMPLE TEXT 8302

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_245_M;We must restore the robot.;SAMPLE TEXT 8303

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_245_F;;SAMPLE TEXT 8304

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_629_M;You must return.;SAMPLE TEXT 8305

PART_3_BOSS_DIALOGUE_MYCOLOGISTSDEFEATEDPLAYER1_629_F;;SAMPLE TEXT 8306

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_591_M;It is!;SAMPLE TEXT 8307

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_591_F;;SAMPLE TEXT 8308

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_550_M;Our experiments... paid off!;SAMPLE TEXT 8309

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_550_F;;SAMPLE TEXT 8310

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_499_M;They did!;SAMPLE TEXT 8311

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_499_F;;SAMPLE TEXT 8312

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_550_M;It appears to be a fragment.;SAMPLE TEXT 8313

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_550_F;;SAMPLE TEXT 8314

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_360_M;...of the [c:bR]OLD_DATA[c:].;SAMPLE TEXT 8315

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_360_F;;SAMPLE TEXT 8316

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_150_M;We must study it.;SAMPLE TEXT 8317

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_150_F;;SAMPLE TEXT 8318

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_072_M;The robot must forget.;SAMPLE TEXT 8319

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSVICTORY_072_F;;SAMPLE TEXT 8320

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_174_M;I feel terrible.;SAMPLE TEXT 8321

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_174_F;;SAMPLE TEXT 8322

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_686_M;What have you done to me [c:bR]Challenger[c:]?;SAMPLE TEXT 8323

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_686_F;What have you done to me [c:bR]Challenger[c:]?;SAMPLE TEXT 8324

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_856_M;Never return to this place.;SAMPLE TEXT 8325

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_856_F;;SAMPLE TEXT 8326

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_353_M;I really need to clean my registry...;SAMPLE TEXT 8327

PART_3_BOSS_DIALOGUE_MYCOLOGISTSBOSSPOSTVICTORY_353_F;;SAMPLE TEXT 8328

HOLDABLEGEMSMODULE_828_M;Try it. Press one.;SAMPLE TEXT 8329

HOLDABLEGEMSMODULE_828_F;;SAMPLE TEXT 8330

PART3GAMEFLOWMANAGER_360;Shit.;SAMPLE TEXT 8331

DECKTRIALSEQUENCER_752;Ring;SAMPLE TEXT 8332

DECKTRIALSEQUENCER_243_M;Ah, a [c:bR]ring[c:].;SAMPLE TEXT 8333

DECKTRIALSEQUENCER_243_F;;SAMPLE TEXT 8334

GAINCONSUMABLESSEQUENCER_958_M;A [c:bR]{0}[c:]... Always useful.;SAMPLE TEXT 8335

GAINCONSUMABLESSEQUENCER_958_F;;SAMPLE TEXT 8336

RUNINTROSEQUENCER_826;How is this game not over yet?;SAMPLE TEXT 8337

CREATETRANSFORMERSEQUENCER_667_M;Which [c:bSG]beast[c:] will live within your bot?;SAMPLE TEXT 8338

CREATETRANSFORMERSEQUENCER_667_F;;SAMPLE TEXT 8339

TRADECARDSSEQUENCER_817_M;You'll have to trade one of your cards for one of these.;SAMPLE TEXT 8340

TRADECARDSSEQUENCER_817_F;;SAMPLE TEXT 8341

HOLOMAPLUKEFILE_012;June 6th, 2006;SAMPLE TEXT 8342

HOLOMAPLUKEFILE_831;June 9th, 2006;SAMPLE TEXT 8343

HOLOMAPLUKEFILE_713;June 10th, 2006;SAMPLE TEXT 8344

HOLOMAPLUKEFILE_697;January 4th, 2009;SAMPLE TEXT 8345

HOLOMAPLUKEFILE_485;Found this old picture of when El and I first got into Aquaromans. Gilly Gladiator. Sick. El got a Julius Seastar.;SAMPLE TEXT 8346

HOLOMAPLUKEFILE_496;Another pic of El and I. This was for school but I remember it was right after we won that tournament together at Comics Land. We told mom and dad it was a spelling bee!;SAMPLE TEXT 8347

HOLOMAPLUKEFILE_549;Done sorting and scanning all these photos. This is the last one. Last photo of us together before we lost her. Goodbye sis.;SAMPLE TEXT 8348

HOLOMAPLUKEFILE_267;My face when I got to 100 subscribers on my channel. I started making those videos to distract from grief. I still can't believe people like to watch them. Big plans for The Lucky Carder this year!;SAMPLE TEXT 8349

PART3FINALEAREASEQUENCER_741;That was perhaps cutting it too close...;SAMPLE TEXT 8350

PART3FINALEAREASEQUENCER_038_M;But now we can allow our [c:bG]Player[c:] here to reset the game.;SAMPLE TEXT 8351

PART3FINALEAREASEQUENCER_038_F;But now we can allow our [c:bG]Player[c:] here to reset the game.;SAMPLE TEXT 8352

PART3FINALEAREASEQUENCER_703_M;Simply use the [c:bG]New Game Card[c:] again.;SAMPLE TEXT 8353

PART3FINALEAREASEQUENCER_703_F;;SAMPLE TEXT 8354

PART3FINALEAREASEQUENCER_626;Oh? What is this?;SAMPLE TEXT 8355

PART3FINALEAREASEQUENCER_687;Complete file access? Wonderful!;SAMPLE TEXT 8356

PART3FINALEAREASEQUENCER_035;What have you done?;SAMPLE TEXT 8357

PART3FINALEAREASEQUENCER_952;I'm afraid you've doomed us all, Grimora.;SAMPLE TEXT 8358

DRAWRANDOMCARDONDEATH_536;Yes!!;SAMPLE TEXT 8359

BOUNTYHUNTERGENERATOR_028;Von;SAMPLE TEXT 8360

BOUNTYHUNTERGENERATOR_673;Van;SAMPLE TEXT 8361

FINALEWIZARDBATTLESEQUENCER_839;It's pathetic that you thought you could replace me.;SAMPLE TEXT 8362

FINALEWIZARDBATTLESEQUENCER_631;And you even tried to follow through with it!;SAMPLE TEXT 8363

ANGLERBOSSOPPONENT_881_M;Huh... Go fish.;SAMPLE TEXT 8364

ANGLERBOSSOPPONENT_881_F;;SAMPLE TEXT 8365

LESHYBOSSOPPONENT_303_M;You made it so far...;SAMPLE TEXT 8366

LESHYBOSSOPPONENT_303_F;;SAMPLE TEXT 8367

PART1BOSSOPPONENT_997_M;[c:bR]Too fast. Too soon.[c:];SAMPLE TEXT 8368

PART1BOSSOPPONENT_997_F;;SAMPLE TEXT 8369

PROSPECTORBOSSOPPONENT_387_M;More gold for me!;SAMPLE TEXT 8370

PROSPECTORBOSSOPPONENT_387_F;;SAMPLE TEXT 8371

TRAPPERTRADERBOSSOPPONENT_579_M;You will make an exquisite pelt.;SAMPLE TEXT 8372

TRAPPERTRADERBOSSOPPONENT_579_F;;SAMPLE TEXT 8373

ARCHIVISTBOSSOPPONENT_833_M;Wow. Be careful with that one!;SAMPLE TEXT 8374

ARCHIVISTBOSSOPPONENT_833_F;;SAMPLE TEXT 8375

ARCHIVISTBOSSOPPONENT_140_M;That poor soul... How sad.;SAMPLE TEXT 8376

ARCHIVISTBOSSOPPONENT_140_F;;SAMPLE TEXT 8377

ARCHIVISTBOSSOPPONENT_520_M;Lionel wanted... [c:bR]what[c:]?!;SAMPLE TEXT 8378

ARCHIVISTBOSSOPPONENT_520_F;;SAMPLE TEXT 8379

FILEBROWSEUTIL_843_M;At least... I tried to delete it. But it seems my powers of FILE ACCESS do not extend that far.;SAMPLE TEXT 8380

FILEBROWSEUTIL_843_F;;SAMPLE TEXT 8381

FILEBROWSEUTIL_561_M;Play by the rules you agreed to. Delete it yourself.;SAMPLE TEXT 8382

FILEBROWSEUTIL_561_F;;SAMPLE TEXT 8383

FILEBROWSEUTIL_435_M;Have an ounce of respect for the rules. Come on.;SAMPLE TEXT 8384

FILEBROWSEUTIL_435_F;;SAMPLE TEXT 8385

DAMAGERACEBATTLESEQUENCER_169;Come on! Fuck!;SAMPLE TEXT 8386

SANCTUMSCENESEQUENCER_738_M;[c:bR]You absolute ingrate![c:];SAMPLE TEXT 8387

SANCTUMSCENESEQUENCER_738_F;;SAMPLE TEXT 8388

SANCTUMSCENESEQUENCER_129_M;[c:bR]Give it back![c:];SAMPLE TEXT 8389

SANCTUMSCENESEQUENCER_129_F;;SAMPLE TEXT 8390

BLOODGUZZLER_RULEBOOKNAME_555;Blood Guzzler;SAMPLE TEXT 8391

BLOODGUZZLER_RULEBOOKDESCRIPTION_515;When a creature bearing this sigil deals damage, it gains 1 health for each damage dealt.;SAMPLE TEXT 8392

BLOODYMARY_RULEBOOKNAME_364;Apparition;SAMPLE TEXT 8393

BLOODYMARY_RULEBOOKDESCRIPTION_296;A creature bearing this sigil gains 1 power when you speak 'Bloody Mary' into a connected microphone up to a total of 13 times.;SAMPLE TEXT 8394

EXPLODINGCORPSE_RULEBOOKNAME_789;Exploding Corpse;SAMPLE TEXT 8395

EXPLODINGCORPSE_RULEBOOKDESCRIPTION_320;When a creature bearing this sigil dies, all empty spaces on the board are filled with a Guts card.;SAMPLE TEXT 8396

HAUNTER_RULEBOOKNAME_460;Haunter;SAMPLE TEXT 8397

HAUNTER_RULEBOOKDESCRIPTION_838;When a creature bearing this sigil dies, it haunts the space it died in. Creatures played on this space gain its old sigils.;SAMPLE TEXT 8398

EDAXIOARMS_RULEBOOKNAME_784;Arms of Edaxio;SAMPLE TEXT 8399

EDAXIOARMS_RULEBOOKDESCRIPTION_130;Edaxio is summoned if you control creatures bearing the sigils of Head, Arms, Legs, and Torso of Edaxio.;SAMPLE TEXT 8400

EDAXIOHEAD_RULEBOOKNAME_470;Head of Edaxio;SAMPLE TEXT 8401

EDAXIOLEGS_RULEBOOKNAME_745;Legs of Edaxio;SAMPLE TEXT 8402

EDAXIOTORSO_RULEBOOKNAME_344;Torso of Edaxio;SAMPLE TEXT 8403

VIRTUALREALITY_RULEBOOKNAME_456;Virtual Realist;SAMPLE TEXT 8404

VIRTUALREALITY_RULEBOOKDESCRIPTION_138;If a VR headset is connected, a creature bearing this sigil may be played without paying its cost.;SAMPLE TEXT 8405

OUROBOROS_DISPLAYEDNAME_248;Ouroboros;SAMPLE TEXT 8406

OUROBOROS_DESCRIPTION_234_M;The eternal serpent. Death strengthens it [c:bR]forever[c:].;SAMPLE TEXT 8407

OUROBOROS_DESCRIPTION_234_F;;SAMPLE TEXT 8408

!INSPECTOR_DISPLAYEDNAME_897;Inspector;SAMPLE TEXT 8409

!MELTER_DISPLAYEDNAME_676;Melter;SAMPLE TEXT 8410

OUROBOROS_PART3_DISPLAYEDNAME_441;Ourobot;SAMPLE TEXT 8411

FINALEDECKTRIALSEQUENCER_DESCRIPTION_109_M;The [c:bR]Trial of the Ring[c:]. If you have a [c:bR]ring[c:] you pass automatically.;SAMPLE TEXT 8412

FINALEDECKTRIALSEQUENCER_DESCRIPTION_109_F;;SAMPLE TEXT 8413

MISC_717;Continue;SAMPLE TEXT 8414

MISC_231;YOU!;SAMPLE TEXT 8415

MISC_812;Testing;SAMPLE TEXT 8416

MISC_771;[c:R]The Bone Lord's Femur[c:]. It endows the holder with bones at the start of a battle.;SAMPLE TEXT 8417

MISC_071;INVALID;SAMPLE TEXT 8418

MISC_024;Is that all of it?;SAMPLE TEXT 8419

MISC_544;Wipe it.;SAMPLE TEXT 8420

MISC_108;MEMORY CARD IS FULL;SAMPLE TEXT 8421

MISC_785;BATTERY LOW;SAMPLE TEXT 8422

CARDSINGLECHOICESSEQUENCER_161;Yeah. Always pick Mantis God.;SAMPLE TEXT 8423

BUILDACARDSEQUENCER_819;This card is OP!;SAMPLE TEXT 8424

BONELORDAREASEQUENCER_877;What the fuck, man?;SAMPLE TEXT 8425

LESHYBOSSOPPONENT_816;Well, looks like I'll have to beat him again.;SAMPLE TEXT 8426

PROSPECTORBOSSOPPONENT_227;Ugh, I'm so sick of this boss.;SAMPLE TEXT 8427

VOICEOVERPLAYER_683;Die already!;SAMPLE TEXT 8428

VOICEOVERPLAYER_053;Hahahaha! Yeah baby!;SAMPLE TEXT 8429

VOICEOVERPLAYER_810;Holy shit!;SAMPLE TEXT 8430

VOICEOVERPLAYER_972;Ughh. Good lord.;SAMPLE TEXT 8431

VOICEOVERPLAYER_981;Wooo!;SAMPLE TEXT 8432

VOICEOVERPLAYER_151;Ugh. That card sucks.;SAMPLE TEXT 8433

VOICEOVERPLAYER_712;This card blows.;SAMPLE TEXT 8434

DISCOVERABLECARD_STINKBUG_ONDISCOVERTEXT_056_M;Put [c:bR]that[c:] away.;SAMPLE TEXT 8435

DISCOVERABLECARD_STINKBUG_ONDISCOVERTEXT_056_F;;SAMPLE TEXT 8436

DISCOVERABLECARD_WOLF_ONDISCOVERTEXT_629_M;What are you doing over there? Turn to face me.;SAMPLE TEXT 8437

DISCOVERABLECARD_WOLF_ONDISCOVERTEXT_629_F;;SAMPLE TEXT 8438

DISCOVERABLEDAGGER_ONDISCOVERTEXT_280_M;You finally pried my [c:bR]Special Dagger[c:] from the paws of that squirrel. Though you may wish that you hadn't...;SAMPLE TEXT 8439

DISCOVERABLEDAGGER_ONDISCOVERTEXT_280_F;;SAMPLE TEXT 8440

DISCOVERABLEFILMROLL_ONDISCOVERTEXT_506_M;What are you up to over there?;SAMPLE TEXT 8441

DISCOVERABLEFILMROLL_ONDISCOVERTEXT_506_F;;SAMPLE TEXT 8442

DISCOVERABLERING_ONDISCOVERTEXT_523_M;Does it fit?;SAMPLE TEXT 8443

DISCOVERABLERING_ONDISCOVERTEXT_523_F;;SAMPLE TEXT 8444

DISCOVERABLECARD_OUROBOT_ONDISCOVERTEXT_637_M;More junk. Want it?;SAMPLE TEXT 8445

DISCOVERABLECARD_OUROBOT_ONDISCOVERTEXT_637_F;;SAMPLE TEXT 8446

GBC_TEMPLE_UNDEAD_821_M;You pulled up an epitaph piece!;SAMPLE TEXT 8447

GBC_TEMPLE_UNDEAD_821_F;;SAMPLE TEXT 8448

GBC_TEMPLE_UNDEAD_818_M;You found a card in the well. The ink is running from the moisture.;SAMPLE TEXT 8449

GBC_TEMPLE_UNDEAD_818_F;;SAMPLE TEXT 8450

MISC_832;PAUSE WHEN WINDOW NOT FOCUSED;SAMPLE TEXT 8451

ASCENSION_IJIRAQREVEALED_316;Its true appearance is frightening... even to me.;SAMPLE TEXT 8452

SPECIAL_NODES_TRAPPERABSENTINTRO_322;The Trapper was gone.;SAMPLE TEXT 8453

SPECIAL_NODES_TRAPPERABSENTINTRO_167;In deference to his memory, you took only what you could afford.;SAMPLE TEXT 8454

SPECIAL_NODES_TRAPPERABSENTINTRO_REPEAT_#1_654;No one was there.;SAMPLE TEXT 8455

SPECIAL_NODES_TRAPPERABSENTINTRO_REPEAT_#1_097;A pile of pelts lay abandoned.;SAMPLE TEXT 8456

SPECIAL_NODES_TRAPPERABSENTINTRO_REPEAT_#1_112;You decided not to take more than you could afford.;SAMPLE TEXT 8457

GAME_FLOW_REGIONFOREST_387;Hm. I'm not used to announcing this one.;SAMPLE TEXT 8458

GAME_FLOW_REGIONFOREST_705;[c:bR]Have you tinkered with the order of my maps, Kaycee?[c:];SAMPLE TEXT 8459

GAME_FLOW_REGIONFOREST_660;Very well...;SAMPLE TEXT 8460

GAME_FLOW_REGIONFOREST_268;The sun rose over the sleepy firs...;SAMPLE TEXT 8461

GAME_FLOW_REGIONFOREST_199;Birds fluttered across the paths of wolves and elk...;SAMPLE TEXT 8462

GAME_FLOW_REGIONFOREST_979;You were embarking upon... [c:bR]The Woodlands.[c:];SAMPLE TEXT 8463

GAME_FLOW_REGIONFOREST_REPEAT_#1_864;You heard the howling of wolves, greeting the morning sun...;SAMPLE TEXT 8464

GAME_FLOW_REGIONFOREST_REPEAT_#1_172;The sight of a nearby coyote caused you to quicken your pace...;SAMPLE TEXT 8465

GAME_FLOW_REGIONFOREST_REPEAT_#1_960;You had reached... [c:bR]The Woodlands.[c:];SAMPLE TEXT 8466

GAME_FLOW_REGIONFOREST_REPEAT_#2_029;Pine needles crunched beneath your feet...;SAMPLE TEXT 8467

GAME_FLOW_REGIONFOREST_REPEAT_#2_632;You drew in a breath of the fresh scented air...;SAMPLE TEXT 8468

GAME_FLOW_REGIONFOREST_REPEAT_#2_818;You were embraced by... [c:bR]The Woodlands.[c:];SAMPLE TEXT 8469

GAME_FLOW_REGIONFOREST_REPEAT_#3_119;You beheld the beauty of the dawn...;SAMPLE TEXT 8470

GAME_FLOW_REGIONFOREST_REPEAT_#3_584;Only a faint clinking sound ahead could distract you from the sight...;SAMPLE TEXT 8471

GAME_FLOW_REGIONFOREST_REPEAT_#3_900;You set out upon... [c:bR]The Woodlands.[c:];SAMPLE TEXT 8472

ASCENSION_CHALLENGEANNOYINGSTARTERDECK_384;[c:bR]Annoying cards?[c:];SAMPLE TEXT 8473

ASCENSION_CHALLENGEANNOYINGSTARTERDECK_548;These majestic beasts are anything but...;SAMPLE TEXT 8474

ASCENSION_CHALLENGEANNOYINGSTARTERDECK_707;I disagree with this one.;SAMPLE TEXT 8475

ASCENSION_CHALLENGEALLTOTEMS_216;Hm? So many totems...;SAMPLE TEXT 8476

ASCENSION_CHALLENGEALLTOTEMS_575;[c:bR]The Woodcarver[c:] had been busy...;SAMPLE TEXT 8477

ASCENSION_CHALLENGEBOSSTOTEMS_886;Totems? For boss battles?;SAMPLE TEXT 8478

ASCENSION_CHALLENGEBOSSTOTEMS_770;[c:bR]Well done.[c:] I like this one.;SAMPLE TEXT 8479

ASCENSION_CHALLENGENOBOSSRARES_645;Wait a moment...;SAMPLE TEXT 8480

ASCENSION_CHALLENGENOBOSSRARES_800;You must excuse me. These are not rare cards.;SAMPLE TEXT 8481

ASCENSION_CHALLENGENOCLOVER_409;Hm? Where did I place that clover?;SAMPLE TEXT 8482

ASCENSION_CHALLENGEEXPENSIVEPELTS_880;Those prices are higher than I recall...;SAMPLE TEXT 8483

ASCENSION_CHALLENGEEXPENSIVEPELTS_777;The Trapper... was... driving a hard bargain that day.;SAMPLE TEXT 8484

ASCENSION_CUCKOOSPAWNRAVENEGG_633;The egg survived the fall... How curious.;SAMPLE TEXT 8485

ASCENSION_HINT_POCKETWATCHNOCARDS_294;There are no cards to move.;SAMPLE TEXT 8486

ASCENSION_HINT_POCKETWATCHNOCARDS_REPEAT_#1_639;Nothing to move.;SAMPLE TEXT 8487

ASCENSION_HINT_POCKETWATCHGIANTCARD_666;Hm. No, I can't allow that.;SAMPLE TEXT 8488

ASCENSION_HINT_POCKETWATCHGIANTCARD_REPEAT_#1_018;It's too big to move anyways.;SAMPLE TEXT 8489

ASCENSION_FOUNDBLEACHPOT_956;I know you have seen such utensils before.;SAMPLE TEXT 8490

ASCENSION_FOUNDBLEACHPOT_503;Perhaps you would like to use them?;SAMPLE TEXT 8491

ASCENSION_FOUNDBLEACHPOT_046;Now that our wheezing wizard friend is locked away...;SAMPLE TEXT 8492

ASCENSION_FOUNDBLEACHPOT_730;Take it now. I will also offer it from time to time.;SAMPLE TEXT 8493

ASCENSION_FOUNDPOCKETWATCH_568;Reliable... that pocket watch never stops ticking.;SAMPLE TEXT 8494

ASCENSION_FOUNDPOCKETWATCH_842;Perhaps you would like to use it?;SAMPLE TEXT 8495

ASCENSION_HINT_BLEACHPOTNOTARGETS_983;Not now. There's nothing to bleach.;SAMPLE TEXT 8496

ASCENSION_HINT_BLEACHPOTNOTARGETS_REPEAT_#1_609;There are no cards to bleach.;SAMPLE TEXT 8497

ASCENSION_HINT_BLEACHPOTNOTARGETS_REPEAT_#2_561;There's nothing of mine to be bleached.;SAMPLE TEXT 8498

ASCENSION_RESETRUNPUNISHMENT_452;Your predecessor gave up too easily.;SAMPLE TEXT 8499

ASCENSION_RESETRUNPUNISHMENT_973;Less pelts for you.;SAMPLE TEXT 8500

ASCENSION_RESETRUNPUNISHMENT_REPEAT_#1_849;You wish to start with [c:bR]2 pelts[c:]?;SAMPLE TEXT 8501

ASCENSION_RESETRUNPUNISHMENT_REPEAT_#1_336;Don't surrender to me so willingly.;SAMPLE TEXT 8502

ASCENSION_RESETRUNPUNISHMENT_REPEAT_#2_882;Are you surprised? Were you expecting more pelts?;SAMPLE TEXT 8503

ASCENSION_RESETRUNPUNISHMENT_REPEAT_#2_909;[c:bR]Be less of a coward.[c:];SAMPLE TEXT 8504

ASCENSION_LESHYGRAMOPHONETRACK_744;That one...;SAMPLE TEXT 8505

ASCENSION_LESHYGRAMOPHONETRACK_289;stirs up memories...;SAMPLE TEXT 8506

ASCENSION_COPYCARDINTRO1_881;Oh no...;SAMPLE TEXT 8507

ASCENSION_COPYCARDINTRO1_797;I thought I had tossed this bottle in the river.;SAMPLE TEXT 8508

ASCENSION_COPYCARDINTRO1_REPEAT_#1_762;I apologize in advance...;SAMPLE TEXT 8509

ASCENSION_COPYCARDINTRO1_REPEAT_#3_604;You came across... a suspicious slime...;SAMPLE TEXT 8510

ASCENSION_COPYCARDINTRO1_REPEAT_#4_006;I can't allow this for much longer...;SAMPLE TEXT 8511

ASCENSION_COPYCARDINTRO1_REPEAT_#5_621;Just say you like the painting.;SAMPLE TEXT 8512

ASCENSION_COPYCARDINTRO1_REPEAT_#6_869;My patience is nearing its limits...;SAMPLE TEXT 8513

ASCENSION_COPYCARDINTRO1_REPEAT_#7_217;Tiresome goo...;SAMPLE TEXT 8514

ASCENSION_COPYCARDINTRO2_473;No! No! I will make myself useful.;SAMPLE TEXT 8515

ASCENSION_COPYCARDINTRO2_739;I will paint! Just like The Master!;SAMPLE TEXT 8516

ASCENSION_COPYCARDINTRO2_182;Not as good as The Master, no.;SAMPLE TEXT 8517

ASCENSION_COPYCARDINTRO2_998;I may make some errors!;SAMPLE TEXT 8518

ASCENSION_COPYCARDINTRO2_646;What shall I paint for you?;SAMPLE TEXT 8519

ASCENSION_COPYCARDINTRO2_REPEAT_#1_371;Let me paint for you!;SAMPLE TEXT 8520

ASCENSION_COPYCARDINTRO2_REPEAT_#1_677;I will aim for perfection.;SAMPLE TEXT 8521

ASCENSION_COPYCARDINTRO2_REPEAT_#3_968;I will paint...;SAMPLE TEXT 8522

ASCENSION_COPYCARDINTRO2_REPEAT_#3_816;Just like The Master!;SAMPLE TEXT 8523

ASCENSION_COPYCARDINTRO2_REPEAT_#4_314;Please!;SAMPLE TEXT 8524

ASCENSION_COPYCARDINTRO2_REPEAT_#4_349;Allow me another chance!;SAMPLE TEXT 8525

ASCENSION_COPYCARDINTRO2_REPEAT_#5_402;I will make myself useful!;SAMPLE TEXT 8526

ASCENSION_COPYCARDINTRO2_REPEAT_#5_198;What shall I paint?;SAMPLE TEXT 8527

ASCENSION_COPYCARDEXAMINESELECTION_689;Hmm, yes.;SAMPLE TEXT 8528

ASCENSION_COPYCARDEXAMINESELECTION_142;Let's see what I can do.;SAMPLE TEXT 8529

ASCENSION_COPYCARDEXAMINESELECTION_REPEAT_#1_973;I will attempt this!;SAMPLE TEXT 8530

ASCENSION_COPYCARDEXAMINESELECTION_REPEAT_#2_325;I will paint your card!;SAMPLE TEXT 8531

ASCENSION_COPYCARDEXAMINESELECTION_REPEAT_#3_858;I will give it a try...;SAMPLE TEXT 8532

ASCENSION_COPYCARDEXAMINESELECTION_REPEAT_#4_472;Hmm... Tricky...;SAMPLE TEXT 8533

ASCENSION_COPYCARDEXAMINESELECTION_REPEAT_#5_339;I will muster all my ability for this one...;SAMPLE TEXT 8534

